text,category
Organic Soap Making Workshop. Learn the art of Organic Soap Making. Join our expert-led session to master cold-process soap using natural herbs.,Lifestyle & Garden
Traditional Zero Waste Living Class. An immersive experience in Zero Waste Living. Perfect for those interested in practical steps to reduce household plastic.,Lifestyle & Garden
Beekeeping Basics Experience. Master Beekeeping Basics in this intensive masterclass. We focus on maintaining hives and harvesting honey for all levels.,Lifestyle & Garden
Bonsai Tree Care Workshop. Practical Bonsai Tree Care workshop. Hands-on learning focused on pruning and shaping miniature trees.,Lifestyle & Garden
Traditional Indoor Plant Styling Class. Learn the art of Indoor Plant Styling. Join our expert-led session to master matching plants to your home's lighting.,Lifestyle & Garden
Coffee Roasting Workshop. Traditional Coffee Roasting session. Connect with the roots of from green bean to the perfect cup.,Lifestyle & Garden
The Art of Indoor Plant Styling. An immersive experience in Indoor Plant Styling. Perfect for those interested in matching plants to your home's lighting.,Lifestyle & Garden
Traditional Home Composting Class. Master Home Composting in this intensive masterclass. We focus on turning kitchen waste into rich black gold for all levels.,Lifestyle & Garden
Coffee Roasting Workshop. Learn the art of Coffee Roasting. Join our expert-led session to master from green bean to the perfect cup.,Lifestyle & Garden
Introduction to Sustainable Fashion. Unleash your creativity with Sustainable Fashion. A dedicated space for upcycling old clothes into modern pieces.,Lifestyle & Garden
Mastering Coffee Roasting. Traditional Coffee Roasting session. Connect with the roots of from green bean to the perfect cup.,Lifestyle & Garden
Terrace Farming Workshop. Discover the secrets of Terrace Farming. This interactive workshop covers growing organic vegetables in urban spaces and more.,Lifestyle & Garden
Introduction to Beekeeping Basics. Traditional Beekeeping Basics session. Connect with the roots of maintaining hives and harvesting honey.,Lifestyle & Garden
Organic Soap Making Experience. An immersive experience in Organic Soap Making. Perfect for those interested in cold-process soap using natural herbs.,Lifestyle & Garden
Bonsai Tree Care: Beginner to Pro. Practical Bonsai Tree Care workshop. Hands-on learning focused on pruning and shaping miniature trees.,Lifestyle & Garden
Bonsai Tree Care Experience. Master Bonsai Tree Care in this intensive masterclass. We focus on pruning and shaping miniature trees for all levels.,Lifestyle & Garden
Mastering Coffee Roasting. Traditional Coffee Roasting session. Connect with the roots of from green bean to the perfect cup.,Lifestyle & Garden
Coffee Roasting Workshop. Unleash your creativity with Coffee Roasting. A dedicated space for from green bean to the perfect cup.,Lifestyle & Garden
Mastering Candle Crafting. Discover the secrets of Candle Crafting. This interactive workshop covers using soy wax and organic scents and more.,Lifestyle & Garden
Mastering Terrace Farming. Learn the art of Terrace Farming. Join our expert-led session to master growing organic vegetables in urban spaces.,Lifestyle & Garden
Coffee Roasting: Beginner to Pro. Practical Coffee Roasting workshop. Hands-on learning focused on from green bean to the perfect cup.,Lifestyle & Garden
Mastering Home Composting. Practical Home Composting workshop. Hands-on learning focused on turning kitchen waste into rich black gold.,Lifestyle & Garden
The Art of Zero Waste Living. Traditional Zero Waste Living session. Connect with the roots of practical steps to reduce household plastic.,Lifestyle & Garden
Bonsai Tree Care Workshop. Unleash your creativity with Bonsai Tree Care. A dedicated space for pruning and shaping miniature trees.,Lifestyle & Garden
Coffee Roasting: Beginner to Pro. Master Coffee Roasting in this intensive masterclass. We focus on from green bean to the perfect cup for all levels.,Lifestyle & Garden
Introduction to Sustainable Fashion. Traditional Sustainable Fashion session. Connect with the roots of upcycling old clothes into modern pieces.,Lifestyle & Garden
Sustainable Fashion: Beginner to Pro. Discover the secrets of Sustainable Fashion. This interactive workshop covers upcycling old clothes into modern pieces and more.,Lifestyle & Garden
Coffee Roasting: Beginner to Pro. Unleash your creativity with Coffee Roasting. A dedicated space for from green bean to the perfect cup.,Lifestyle & Garden
Indoor Plant Styling Experience. Learn the art of Indoor Plant Styling. Join our expert-led session to master matching plants to your home's lighting.,Lifestyle & Garden
Home Composting Experience. Learn the art of Home Composting. Join our expert-led session to master turning kitchen waste into rich black gold.,Lifestyle & Garden
Coffee Roasting Experience. Unleash your creativity with Coffee Roasting. A dedicated space for from green bean to the perfect cup.,Lifestyle & Garden
Traditional Organic Soap Making Class. Traditional Organic Soap Making session. Connect with the roots of cold-process soap using natural herbs.,Lifestyle & Garden
Zero Waste Living: Beginner to Pro. Discover the secrets of Zero Waste Living. This interactive workshop covers practical steps to reduce household plastic and more.,Lifestyle & Garden
Introduction to Coffee Roasting. An immersive experience in Coffee Roasting. Perfect for those interested in from green bean to the perfect cup.,Lifestyle & Garden
Indoor Plant Styling Experience. Traditional Indoor Plant Styling session. Connect with the roots of matching plants to your home's lighting.,Lifestyle & Garden
The Art of Home Composting. Practical Home Composting workshop. Hands-on learning focused on turning kitchen waste into rich black gold.,Lifestyle & Garden
The Art of Organic Soap Making. Master Organic Soap Making in this intensive masterclass. We focus on cold-process soap using natural herbs for all levels.,Lifestyle & Garden
Terrace Farming: Beginner to Pro. Discover the secrets of Terrace Farming. This interactive workshop covers growing organic vegetables in urban spaces and more.,Lifestyle & Garden
Mastering Coffee Roasting. Unleash your creativity with Coffee Roasting. A dedicated space for from green bean to the perfect cup.,Lifestyle & Garden
Traditional Terrace Farming Class. Unleash your creativity with Terrace Farming. A dedicated space for growing organic vegetables in urban spaces.,Lifestyle & Garden
Introduction to Bonsai Tree Care. Discover the secrets of Bonsai Tree Care. This interactive workshop covers pruning and shaping miniature trees and more.,Lifestyle & Garden
Mastering Bonsai Tree Care. Learn the art of Bonsai Tree Care. Join our expert-led session to master pruning and shaping miniature trees.,Lifestyle & Garden
Bonsai Tree Care Experience. Master Bonsai Tree Care in this intensive masterclass. We focus on pruning and shaping miniature trees for all levels.,Lifestyle & Garden
Beekeeping Basics Workshop. Learn the art of Beekeeping Basics. Join our expert-led session to master maintaining hives and harvesting honey.,Lifestyle & Garden
Terrace Farming Workshop. Practical Terrace Farming workshop. Hands-on learning focused on growing organic vegetables in urban spaces.,Lifestyle & Garden
Organic Soap Making: Beginner to Pro. Learn the art of Organic Soap Making. Join our expert-led session to master cold-process soap using natural herbs.,Lifestyle & Garden
"Salsa Dancing Workshop. An immersive experience in Salsa Dancing. Perfect for those interested in rhythm, footwork, and partner coordination.",Performing Arts
Madal Playing: Beginner to Pro. Traditional Madal Playing session. Connect with the roots of mastering the heartbeat of Nepali folk music.,Performing Arts
Mastering Classic Theater. Unleash your creativity with Classic Theater. A dedicated space for improv techniques and stage presence.,Performing Arts
Traditional Traditional Lakhey Dance Class. Master Traditional Lakhey Dance in this intensive masterclass. We focus on masked dance movements and mythology for all levels.,Performing Arts
Djembe Drumming: Beginner to Pro. An immersive experience in Djembe Drumming. Perfect for those interested in African rhythms and hand techniques.,Performing Arts
Acoustic Guitar Experience. Unleash your creativity with Acoustic Guitar. A dedicated space for fingerpicking and open chord progressions.,Performing Arts
"The Art of Stand-up Comedy. Discover the secrets of Stand-up Comedy. This interactive workshop covers joke structure, setup, and delivery and more.",Performing Arts
"Salsa Dancing: Beginner to Pro. Discover the secrets of Salsa Dancing. This interactive workshop covers rhythm, footwork, and partner coordination and more.",Performing Arts
Traditional Vocal Training Class. Learn the art of Vocal Training. Join our expert-led session to master expanding range and breath control.,Performing Arts
Vocal Training Workshop. An immersive experience in Vocal Training. Perfect for those interested in expanding range and breath control.,Performing Arts
Vocal Training Workshop. Discover the secrets of Vocal Training. This interactive workshop covers expanding range and breath control and more.,Performing Arts
Sarangi Lessons: Beginner to Pro. Practical Sarangi Lessons workshop. Hands-on learning focused on vocal-like bowing on the traditional fiddle.,Performing Arts
